,si_Mp,si_Mn,mln_Mn,pre_inj,sp_Ame,sp_Mn,sp_Mp,mln_Mp
Nr2c1-1,68.98981429294516,71.55771513606808,76.7131454306433,75.92690825114549,78.08738041359014,76.88264609842658,78.09622819021753,76.59557778553551
Nr2c1-2,83.56683299666024,83.60306708157945,72.25302320556577,79.75911233448323,74.62100747675059,69.54087710654571,72.65990284348275,75.70183712899374
Nr2c1-3,55.551393920908055,62.763901630166345,65.50965341341268,71.85340460769419,66.20312453186638,67.20169809072947,59.057010867203665,65.81258410880547
Nr2c2-5,82.67234845156327,80.65830956031549,74.49418515501101,78.26195398845405,77.39933707546069,78.66171324752024,79.09366844623676,78.90284081162203
Nr2c2-6,61.66970184895148,68.16732332431363,71.35642352240468,84.62506314804088,73.11160595437033,67.42526247143866,73.63386556246631,68.5825666772571
Nr2e1-1,84.15368175328243,81.02887632972546,89.70966647976357,89.42070488070203,91.4194258525441,93.1003064035983,87.0855462074522,89.99704232662374
Nr2e1-2,43.57963889333246,43.57963889333246,64.19044426491251,68.8854766214924,61.41947619623068,52.84905993553184,55.83278597883454,46.89166021331561
Nr2e1-3,72.67081153643421,72.94755358835154,79.62613878871151,84.46256583162793,80.32282262962734,80.32897629081714,82.6765521892888,79.62269119183271
Nr2e3-4,73.53115384676217,79.10117978003709,70.34391678055275,74.13086083581669,74.24888223420271,73.18196779113785,75.41331181352368,76.80121918213827
Nr2e3-5,58.77314065200072,54.93046024010364,65.39149732736469,73.36882749157826,68.8854766214924,67.17310222019647,72.70341651777036,69.29170014478153
Nr2e3-6,90.74280600317088,90.95029287451023,93.99579459652725,82.12746186438108,84.39791288181388,86.00783150998626,81.76797696036455,91.15007421636123
Nr2e3-7,70.97543886258775,73.49335805997886,75.00084934451678,74.34821650812303,76.09498404277508,77.70373556776255,76.33571165637169,73.40742457009759
Nr2e3-8,70.85754543327782,48.67349679111055,70.14509646242433,78.02508564330948,62.209593376856354,69.52209457458086,50.854673217499844,79.70150194540257
Nr2f1-1,68.73606773829975,68.9691011452232,74.72981331015994,75.82505785829103,76.94701227470168,68.56029020653311,75.70183712899374,72.81081088717004
Nr2f1-4,67.79592658617543,83.71227207158586,82.44315076447111,86.8737538956491,84.51566256815497,88.08855718471537,85.56487532068218,77.46830381655472
Nr2f2-1,72.38037391181891,71.32904806083509,73.85197328076367,74.85178908271443,78.2231060746674,73.59672154023336,79.3548616403833,79.35846241023803
Nr2f2-2,81.6400177098938,81.81165877399404,69.35018525779564,78.62126546388312,61.15618031279529,62.630836897377584,64.57551005916599,77.1876345373403
Nr2f2-3,78.94148295773435,75.03022209274332,84.32294109070536,86.89987059193253,83.71404614822583,84.60671112985465,85.0224759223344,86.63112336047594
Nr2f2-4,70.94619103661623,72.8001593429351,72.01411492435035,75.20350422241343,72.05058075033757,52.84905993553184,66.99832440692222,68.73606773829975
Nr2f6-1,43.57963889333246,61.66970184895148,56.097922900693675,54.584823011003316,62.28225249510471,56.097922900693675,71.3015424291922,67.8469066769777
Nr2f6-2,72.24130712827262,78.27914105036172,76.09498404277508,72.74661011895017,75.32329192304714,77.28431547776454,73.63386556246631,77.65166725026316
Nr2f6-3,43.57963889333246,72.60505312926789,71.07665284701308,76.52164105134192,72.68169999511686,78.7378380023052,72.87431809387867,65.47055676628362
Nr2f6-4,78.8248201982291,80.45981658759528,84.43584208424407,87.57793362272899,83.28610784344531,77.92134862516562,86.27344479109703,84.7490007490259
Nr2f6-5,59.057010867203665,58.6246979355269,67.31461605211935,63.98681058520869,43.57963889333246,49.906505968925366,62.13588516538828,52.84905993553184
Nr3c1-1,79.08238422332764,79.89257910048332,80.17956703438347,77.89856266184343,81.4120730323007,79.4157901970937,79.84951857743583,80.79953690149507
Nr3c1-2,63.6657141645594,67.05720492561899,65.84927870136525,74.30702807391745,68.21501864210907,75.9709338445113,69.27206969005297,65.06302702854852
Nr3c1-3,59.453932952061784,65.5484671355674,69.29170014478153,78.03402376962923,77.90768722591808,69.52209457458086,74.8139377294806,69.13270960233604
Nr3c2-4,53.35106268389222,71.00453895331965,75.337229063081,68.8854766214924,69.17287953037442,64.75801077481663,62.13588516538828,57.432553146159414
Nr3c2-5,80.48385573979476,82.57486018336972,86.69407892016893,90.38550026302423,89.9898490499615,87.59552440528444,89.01510223857014,89.46057970368017
Nr3c2-6,79.54635184056762,77.34459709478023,82.7309406388845,81.3939857484702,86.39623421204632,81.22610947555692,85.31956367621162,83.03168238341297
Nr4a1-1,64.24014370385,62.829165867373604,73.68914881144397,75.7083855054831,70.40868235469388,71.53127684039575,71.91574222991098,69.35018525779564
Nr4a1-2,57.23490364285322,51.62760541609119,57.23490364285322,80.67868389856268,72.88483627809867,72.58296884945189,73.85197328076367,77.89856266184343
Nr4a1-3,83.58497689390383,83.21338638417942,79.49727504580572,77.22852922597902,81.82615084429322,81.50680582635722,82.53413765835471,82.70380660286266
Nr4a1-4,43.57963889333246,43.57963889333246,58.9171562375376,48.67349679111055,56.812767119365525,57.432553146159414,73.78918230458595,62.89361402804784
Nr4a2-6,75.46123235253161,69.9739505398792,66.53526413723525,77.03178898608547,74.64449012749701,68.51546924169541,73.92293094088032,76.07653784276461
Nr4a2-7,68.77916360112592,72.17051292464922,75.95210496568691,81.37065245070872,46.89166021331561,70.79768042992572,70.29485665461061,77.70373556776255
Nr4a3-1,54.584823011003316,68.51546924169541,67.50681262550596,67.02784376160271,68.44755646833444,61.33323240183286,62.13588516538828,74.5021908676061
Nr4a3-2,78.60094124858497,76.26449212144679,80.90967664600103,79.29696107182247,83.19217330162299,80.78527315647295,83.8491242634866,81.328951808096
Nr4a3-3,66.78710621754122,58.9171562375376,64.89088022958434,76.850205964666,73.60602939433214,71.58403345567818,74.96393009264334,74.26555326370672
Nr5a1-1,84.87484565624955,84.03031274724015,86.93727461457618,80.46884225058271,84.06390307797092,83.51024219774924,85.09778155768915,88.52254313386013
Nr5a1-2,85.47538258216089,81.65987746875935,72.42600446411312,73.83410064748337,80.24537935535372,69.65228292358401,83.45867380235923,85.27311498438004
Nr5a1-3,72.94755358835154,81.28959972657647,82.28173174464483,90.32225575321304,85.34536460590894,84.33736924367022,80.3104968595387,83.49739080941751
Nr5a1-4,43.57963889333246,67.69253572343365,51.62760541609119,69.09225117514609,43.57963889333246,43.57963889333246,43.57963889333246,55.551393920908055
Nr5a2-1,70.16193183110781,67.23014583886929,74.41353237430526,70.45677998239012,76.95234553272412,68.40181807882666,72.60505312926789,71.80304917916246
Nr5a2-2,97.94239054235051,96.79688233497086,98.64308077034441,94.44409095159884,97.80321505726586,96.29604439390368,99.89614437287544,96.18632296867347
Nr5a2-3,61.829898214077694,55.25152489630999,76.30613845310936,86.86642025109612,80.01998499803742,77.0998118411177,77.04230359434638,75.70183712899374
Nr6a1-1,77.7786886954671,79.7151058617226,84.11228215871567,90.75058586406364,86.72530514419071,84.64640375571658,83.98297280901618,85.37375293410535
Nr6a1-2,53.8015184390951,50.854673217499844,54.93046024010364,68.04626428617905,48.67349679111055,63.774950809260865,58.77314065200072,57.98031191902808
Nr6a1-3,97.30019751395369,94.62361487353374,95.45199740346114,94.67170564953025,94.8688832830112,91.04066457773695,92.90040188584632,95.42875434174317
Nr6a1-4,68.98981429294516,76.92027568774003,81.73868279685556,90.3882810215754,84.39949800796515,79.62269119183271,79.9810628477528,82.02787532840655
Pgr-1,81.08354296823362,82.4322287715037,82.26378175122872,82.96188005243151,78.15342946633382,79.30785898722704,78.8287448359897,79.7151058617226
Pgr-2,67.69253572343365,66.87862904160663,62.562990096922825,78.45258670677237,68.47028592048746,55.25152489630999,70.29485665461061,67.61370372487976
Pgr-3,43.57963889333246,64.5288847895223,67.97234212230747,77.91679821151834,68.49292325479973,43.57963889333246,43.57963889333246,73.21186788528247
Pgr-4,80.55837997719472,75.2106169928377,77.55584632447837,79.04083075173591,83.54498898265015,79.96477248867778,82.97790504006244,81.99040490025853
Pgr-5,95.74944719141189,91.09953918999064,89.69954128681778,91.64889704,89.94224803971919,89.18905083444973,91.19678358754186,90.08378585758787
Pgr-6,69.93909548739855,69.13270960233604,69.44633484278472,69.81539288108645,74.5420593516445,73.18196779113785,77.04230359434638,74.32353758501779
Ppara-1,76.90417719501994,74.59743228088436,70.90203887740388,75.13910768116577,69.95654969549662,70.66065982342958,69.57825630144343,74.4216468398895
Ppara-2,73.78918230458595,78.93762965247744,83.42343169664846,81.83338411902778,82.18917965076999,84.36452922789658,77.55101561762369,78.40232762325763
Ppara-3,76.10112030684087,78.0918058986105,84.90407894748039,82.61531470461404,85.0850600026772,86.15988327642702,83.9249896012893,83.04158961429174
Ppard-1,43.57963889333246,43.57963889333246,46.89166021331561,68.09500472564326,53.8015184390951,60.87830881906551,65.700975754894,65.77563784089367
Ppard-2,83.04356914142016,88.50209398151456,94.44136893330482,93.61929612778982,88.36086472303674,87.98933481329506,89.05019275401273,93.18997082291088
Ppard-3,48.67349679111055,63.55414268187415,59.057010867203665,73.55934320534413,62.6977995332629,63.55414268187415,46.89166021331561,54.93046024010364
Ppard-4,64.38648906016903,43.57963889333246,58.31332883127318,81.2420434096385,68.71439491666929,43.57963889333246,71.51801234742773,67.61370372487976
Ppard-5,61.24548561642808,59.93750502488707,54.584823011003316,74.07955552239765,66.16876400666133,58.31332883127318,75.14629702191682,69.67063951701978
Ppard-6,66.96864508275054,67.53373014457436,65.02050938103349,79.18320488127989,69.57825630144343,73.36882749157826,71.68812911708036,71.24613549520699
Ppard-7,90.62307280356457,87.9850187828666,93.58197890866931,83.17088652213842,85.60523342992471,85.06947484422851,87.34422534742885,93.89055679467755
Pparg-1,74.34000153660556,75.31631123017964,85.06237732395464,91.16250916127699,82.3640760898013,84.04377112550505,85.33722892125701,87.22224797461894
Pparg-2,48.67349679111055,57.23490364285322,61.15618031279529,61.41947619623068,46.89166021331561,55.25152489630999,57.432553146159414,61.90813835076623
Pparg-3,85.39529230779854,86.52874750343652,86.52096918643099,86.23388730259549,88.94424331507385,87.56400804232337,89.35628920307522,86.84015329554579
Pparg-4,58.77314065200072,59.82100568351759,65.50965341341268,72.89533569136105,61.06525778493228,71.13370171271063,58.9171562375376,57.23490364285322
Pparg-5,61.24548561642808,75.05945182463886,75.83788342411117,83.25176844030678,76.49870899215834,79.78603788637602,71.06230204143277,75.5960849818654
Ppargc1a-1,65.22978644863942,70.58310008438988,74.41353237430526,77.73195072500242,71.85340460769419,75.79932475347844,73.41703460712469,78.74977195235634
Ppargc1a-2,76.6462426590344,75.72798812025437,84.24703214000793,89.96640321901627,87.05619233137965,86.97855536176621,86.0825484892661,84.43899217273746
Ppargc1a-3,60.97265589896514,70.34391678055275,77.98920214757908,74.85933075253149,76.78480220872119,78.64556608059648,69.85101198128281,76.14390090132855
Ppargc1b-1,43.57963889333246,72.13479136349976,57.804657711733185,70.58310008438988,50.854673217499844,68.7576570785882,51.62760541609119,69.09225117514609
Ppargc1b-2,78.57646307528752,79.7151058617226,72.68169999511686,67.28660327460526,63.774950809260865,71.45123066315584,72.39181494183151,78.53956189017582
Ppargc1b-3,69.27206969005297,67.58717439465418,77.13095275249502,78.1006472923864,80.77955841249953,79.9778082173263,78.02508564330948,75.90794156899095
Rara1,66.13418401653706,73.16194989776854,74.8139377294806,76.19242580366527,79.25683617739917,77.75068878359774,79.33321268694388,76.76834080767324
Rara2,58.471535145622056,61.24548561642808,66.20312453186638,74.69892723622725,69.48434150135887,63.774950809260865,71.47803576378179,73.67077827452289
Rara3,69.92158757574924,71.80304917916246,77.24887420816664,80.40234534559976,80.69319591380668,82.42785453758076,79.39077493551385,79.84951857743583
Rara4,88.2292475308488,86.67569629442366,88.21185143298183,89.10488640263927,89.58817930739248,87.59829698232431,90.84913367605421,91.06458961510025
Rarb1,86.1219368317055,91.3807230704879,93.7145530781455,93.57210254328044,93.00294640130303,93.87064480138906,91.64759869139976,90.65168436870805
Rarb2,82.00213891401906,78.56418730272297,88.37458433033393,90.98455798009294,89.26439410640178,84.01175877334192,89.26096064385062,90.17492089461278
Rarb3,60.87830881906551,55.551393920908055,51.62760541609119,70.37639122416054,59.70167708444618,56.812767119365525,54.93046024010364,56.812767119365525
Rarg1,80.57317740301454,83.80384705945919,83.42343169664846,81.57000037467758,79.9615092453408,80.36271213216325,79.38719301686812,83.95405017535275
Rarg2,79.08614793108617,89.22374099902882,91.5332939637652,92.85557132545705,95.56117741421853,97.97138629643834,90.21473212893822,89.63518132800714
Rarg3,72.97866342417004,72.75735907452732,74.12234059030118,76.61814767798444,74.24052920647264,72.48254708811612,76.13170868477408,76.79027945754673
Rora1,85.13578569270501,84.09897457163818,87.66717988459915,92.70796673195417,86.44148864431705,88.17188668795616,87.72621654651608,89.1218229959176
Rora2,77.53165451212938,77.94405010602742,80.52570016756516,73.99305150370779,77.80192446866147,74.42975029374212,78.62126546388312,76.8339208192745
Rora3,82.13664437082487,87.49857257372324,87.79894357001831,91.2982130563408,90.34585229849066,88.55776026602837,91.31908572367338,86.24088728624604
Rorb1,43.57963889333246,62.28225249510471,63.88195193671934,75.35113400345456,69.03101310965039,43.57963889333246,54.93046024010364,71.89088723458315
Rorb2,70.94619103661623,78.19707005561868,82.17551795676246,87.24979504003024,83.45127126537702,82.8034035585438,83.84738903318595,80.85626439031958
Rorb3,62.28225249510471,58.31332883127318,68.1912220778236,77.46340336550645,71.9281300526279,60.48200443647372,61.90813835076623,66.78710621754122
Rorc1,80.22664738324399,82.40813189908788,91.91858661235645,88.92529021659912,93.78651588490918,94.9186239543008,92.9737982072586,93.87090744632224
Rorc2,73.66157161981265,73.87868180477602,69.85101198128281,75.35807444620359,79.10868195491769,77.30447558466919,75.04485474653605,74.51018586907348
Rorc3,62.13588516538828,70.14509646242433,75.52903577214965,83.86125707064721,77.71785941585303,76.504450131961,69.09225117514609,74.58166369866693
Rxra2,80.74803235128888,81.18609363543423,83.06135618938926,82.12056598614433,82.77038370324878,81.83338411902778,85.21108122065584,84.08897474975402
Rxra4,65.06302702854852,43.57963889333246,43.57963889333246,68.2858041570973,61.50426957485146,43.57963889333246,59.057010867203665,43.57963889333246
Rxrb1,72.3343847705116,71.51801234742773,79.6776225891128,80.374934110278,80.17641552921756,79.32959711598275,77.81582369840791,80.95429949360268
Rxrb2,70.90203887740388,71.45123066315584,75.93951973231181,78.85224018739348,74.61315939784183,76.42357581000724,77.30950522174679,74.61315939784183
Rxrb3,61.06525778493228,60.377791241554604,66.16876400666133,70.45677998239012,68.69263794194491,67.82147529279804,73.54056521610416,58.31332883127318
Rxrg1,72.61606416808564,73.55934320534413,78.61314384662793,82.20734820805043,80.17010768331757,82.18235259337555,78.96838870085412,76.24056511540836
Rxrg2,78.32189917489313,81.11881826960754,76.65744438374819,79.19800177866475,83.94210083494566,82.50827849218322,81.82615084429322,77.42898967151795
Rxrg3,71.8784198282074,73.54996165275571,77.38445660050493,85.29638424627902,83.02374505982431,78.8678540142871,79.8095016401298,82.21867638554681
Scand1-2,90.100847396362,90.58413936034671,73.83410064748337,75.54250539904223,52.28149440976294,49.906505968925366,70.82769082457216,79.81618919659765
Scand1-3,64.28937839849759,66.96864508275054,76.69092622050368,79.88597395079059,75.71492678570328,74.63667281402897,74.2321644584564,74.38912259910218
Scand1-4,43.57963889333246,75.4475796270756,43.57963889333246,57.23490364285322,68.11921558106617,48.67349679111055,43.57963889333246,48.67349679111055
Tgr5-1,76.62377707552038,73.79819319993312,78.36436132912037,79.03324532606739,77.71785941585303,75.36500689606255,83.41598636625554,75.46804713009104
Tgr5-2,70.6452315213958,78.21877440872986,72.94755358835154,73.68914881144397,72.85322513438709,67.08640964796993,69.88640926612048,72.83205625391454
Tgr5-3,70.27840925149394,74.4216468398895,72.67081153643421,54.93046024010364,71.47803576378179,63.20431902609525,74.57376378794382,65.84927870136525
Thra1,80.67577739508522,75.58273465321217,75.48165360456241,63.72061798035337,76.7131454306433,74.00175872247921,71.04791543513204,68.42473411792949
Thra3,43.57963889333246,66.2711986193516,61.24548561642808,63.20431902609525,56.812767119365525,43.57963889333246,62.13588516538828,72.75735907452732
Thra5,60.58407595763657,73.50282965189619,71.43778145654939,79.62958445727867,75.7928743125915,78.35165351276811,73.48387128824888,70.11127592323807
Thrb1,69.61539047304754,67.08640964796993,75.92059263260201,82.80546141575854,75.2106169928377,77.29944179866679,73.5122861139446,77.88485026609138
Thrb3,69.33075744478239,70.5674614904427,64.0896140325652,62.763901630166345,71.95282692683524,77.71785941585303,72.41463012858199,69.44633484278472
Thrb4,56.097922900693675,53.35106268389222,59.32518675838501,70.36017705096486,61.15618031279529,64.03846396602928,56.812767119365525,66.0290976512502
Vdr1,75.33026452758557,78.71390034497702,85.05953597365318,85.89025436469063,86.8391001592898,85.84804885025918,87.29574234134554,86.27344479109703
Vdr2,61.829898214077694,62.763901630166345,65.62526258745422,77.38942078971975,66.63107367790192,70.4727231497055,76.60122812379943,71.81567896247863
Vdr3,67.53373014457436,69.25237071149093,43.57963889333246,73.78015771060387,48.67349679111055,53.35106268389222,50.854673217499844,43.57963889333246
